见习造鞋子师		331	2	0	0						2	2	2	2	2	2	2	2	2	4	2	4	4	2	4	4	4	4	4	4	4	4	4					
造鞋子师		332	2	5	4	213					2	2	2	2	2	2	2	2	2	6	2	6	6	2	6	6	6	6	6	6	6	6	6	4				
资深造鞋子师		333	2	10	14	213					3	3	3	3	3	3	3	3	3	8	3	8	8	3	8	8	8	8	8	8	8	8	8	6				
御用造鞋子师		334	2	20	29	213					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	8				
造鞋子大师		335	2	1	1	213					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
造鞋子圣手		336	2	1	1	213					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
造鞋子大仙		337	2	1	1	213					3	3	3	3	3	3	3	3	3	10	3	10	10	3	10	10	10	10	10	10	10	10	10	10				
见习造盾师		341	2	0	0						2	2	2	2	2	2	2	4	4	2	4	2	2	4	2	4	4	4	4	4	4	4	4					
造盾师		342	2	5	4	214					2	2	2	2	2	2	2	6	6	2	6	2	2	6	2	6	6	6	6	6	6	6	6	4				
资深造盾师		343	2	10	14	214					3	3	3	3	3	3	3	8	8	3	8	3	3	8	3	8	8	8	8	8	8	8	8	6				
御用造盾师		344	2	20	29	214					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	8				
造盾大师		345	2	1	1	214					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
造盾圣手		346	2	1	1	214					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
造盾大仙		347	2	1	1	214					3	3	3	3	3	3	3	10	10	3	10	3	3	10	3	10	10	10	10	10	10	10	10	10				
见习厨师		351	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
厨师		352	2	5	4	215					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深厨师		353	2	10	14	215					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用厨师		354	2	20	29	215					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
大厨师		355	2	1	1	215					5	5	5	5	5	10	10	5	3	10	3	10	5	3	10	10	10	10	10	10	10	10	10	10				
食神		356	2	1	1	215					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
料理大王		357	2	1	1	215					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习药剂师		361	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
药剂师		362	2	5	4	216					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深药剂师		363	2	10	14	216					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用药剂师		364	2	20	29	216					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
大药师		365	2	1	1	216					5	5	5	5	5	10	10	5	3	10	3	10	3	3	10	10	10	10	10	10	10	10	10	10				
药神		366	2	1	1	216					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
药仙		367	2	1	1	216					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习武器修理师		371	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
武器修理师		372	2	5	6	217					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深武器修理师		373	2	10	19	217					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用武器修理师		374	2	20	37	217					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
大武器修理师		375	2	1	1	217					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
武器修理高人		376	2	1	1	217					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
武器修理圣手		377	2	1	1	217					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习防具修理师		381	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
防具修理师		382	2	5	6	218					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深防具修理师		383	2	10	19	218					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用防具修理师		384	2	20	37	218					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
大防具修理师		385	2	1	1	218					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
防具修理高人		386	2	1	1	218					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
防具修理圣手		387	2	1	1	218					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习鉴定师		391	2	0	0						2	2	2	2	2	6	4	2	2	6	2	6	2	2	6	4	4	4	4	4	4	4	4					
鉴定师		392	2	5	6	219					2	2	2	2	2	8	5	2	2	8	2	8	2	2	8	6	6	6	6	6	6	6	6	4				
资深鉴定师		393	2	10	19	219					3	3	3	3	3	10	6	3	3	10	3	10	3	3	10	8	8	8	8	8	8	8	8	6				
御用鉴定师		394	2	20	37	219					3	3	3	3	3	10	7	3	3	10	3	10	3	3	10	10	10	10	10	10	10	10	10	8				
鉴定大师		395	2	1	1	219					3	3	3	3	3	10	7	3	3	10	3	10	3	3	10	10	10	10	10	10	10	10	10	10				
高级鉴定师		396	2	1	1	219					4	4	4	4	4	10	7	4	4	10	4	10	4	4	10	10	10	10	10	10	10	10	10	10				
鉴定始祖		397	2	1	1	219					3	3	3	3	3	10	7	3	3	10	3	10	3	3	10	10	10	10	10	10	10	10	10	10				
斑嚼阿牢荤		401	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
阿牢荤		402	2	5	6	220					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
槛访阿牢荤		403	2	10	19	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
空泵阿牢荤		404	2	20	37	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
悼炼		405	2	1	1	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
篮炼		406	2	1	1	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
陛炼		407	2	1	1	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习侦探		411	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
侦探		412	2	5	6	221					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深侦探		413	2	10	19	221					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用侦探		414	2	20	37	221					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	8				
大侦探		415	2	1	1	221					4	4	4	4	4	10	7	4	4	10	4	10	4	4	10	10	10	10	10	10	10	10	10	10				
名侦探		416	2	1	1	221					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
神侦探		417	2	1	1	221					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习道童		421	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
道童		422	2	5	6	222					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
仙人学徒		423	2	10	19	222					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
仙人		424	2	20	37	222					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	8				
神仙		425	2	1	1	222					4	4	4	4	4	10	7	4	4	10	4	10	4	4	10	10	10	10	10	10	10	10	10	10				
大仙		426	2	1	1	222					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
上仙		427	2	1	1	222					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习护士		431	2	0	0						2	2	2	2	2	4	4	0	0	4	0	4	2	0	4	4	4	4	4	4	4	4	4					
护士		432	2	5	6	223					2	2	2	2	2	6	6	1	0	6	0	6	2	0	6	6	6	6	6	6	6	6	6	4				
资深护士		433	2	10	19	223					3	3	3	3	3	8	8	2	0	8	0	8	3	0	8	8	8	8	8	8	8	8	8	6				
护士长		434	2	20	37	223					3	3	3	3	3	10	10	3	0	10	0	10	3	0	10	10	10	10	10	10	10	10	10	8				
大护士		435	2	1	1	223					5	5	5	5	5	10	10	5	0	10	0	10	5	0	10	10	10	10	10	10	10	10	10	10				
大护士长		436	2	1	1	223					3	3	3	3	3	10	10	3	0	10	0	10	3	0	10	10	10	10	10	10	10	10	10	10				
著名护士		437	2	1	1	223					3	3	3	3	3	10	10	3	0	10	0	10	3	0	10	10	10	10	10	10	10	10	10	10				
见习医师		441	2	0	0						2	2	2	2	2	4	4	0	0	4	0	4	2	0	4	4	4	4	4	4	4	4	4					
医师		442	2	5	6	224					2	2	2	2	2	6	6	1	0	6	0	6	2	0	6	6	6	6	6	6	6	6	6	4				
资深医师		443	2	10	19	224					3	3	3	3	3	8	8	2	0	8	0	8	3	0	8	8	8	8	8	8	8	8	8	6				
御用医师		444	2	20	37	224					3	3	3	3	3	10	10	3	0	10	0	10	3	0	10	10	10	10	10	10	10	10	10	8				
大医师		445	2	1	1	224					5	5	5	5	5	10	10	5	0	10	0	10	5	0	10	10	10	10	10	10	10	10	10	10				
神医师		446	2	1	1	224					3	3	3	3	3	10	10	3	0	10	0	10	3	0	10	10	10	10	10	10	10	10	10	10				
名医师		447	2	1	1	224					3	3	3	3	3	10	10	3	0	10	0	10	3	0	10	10	10	10	10	10	10	10	10	10				
服务大师		451	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
服务大师			452	2	5	3	225					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4			
资深伐木工		453	2	10	12	225					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用伐木工		454	2	20	25	225					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
高级伐木工		455	2	1	1	225					5	5	5	5	5	10	10	5	3	10	3	10	3	3	10	10	10	10	10	10	10	10	10	10				
老练伐木工		456	2	1	1	225					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
无敌伐木工		457	2	1	1	225					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习猎人		461	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
猎人		462	2	5	3	226					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深猎人		463	2	10	12	226					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用猎人		464	2	20	25	226					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
打猎高手		465	2	1	1	226					5	5	5	5	5	10	10	5	3	10	3	10	3	3	10	10	10	10	10	10	10	10	10	10				
猎物克星		466	2	1	1	226					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
猎神		467	2	1	1	226					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习矿工		471	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
矿工		472	2	5	3	227					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深矿工		473	2	10	12	227					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用矿工		474	2	20	25	227					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
高级矿工		475	2	1	1	227					5	5	5	5	5	10	10	5	3	10	3	10	3	3	10	10	10	10	10	10	10	10	10	10				
矿王		476	2	1	1	227					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
矿神		477	2	1	1	227					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
G M		999	1	0	0						10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
七月剑魂		480	1	6000000	0						10	0	0	0	0	0	0	10	10	0	10	0	10	10	0	10	10	10	10	10	10	10	10					
暗黑神		481	1	6000000	1						0	0	0	10	0	4	0	10	0	10	0	0	10	0	10	10	10	10	10	10	10	10	10					
噬魂修罗		482	1	6000000	1						0	0	0	0	10	0	0	10	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
