#序号	技能	职业	等级
16025	23	231	1
16026	24	231	1
16027	25	231	1
16028	26	231	1
16029	27	231	1
16030	28	231	1
16031	29	231	1
16032	30	231	1
16033	31	231	1
16034	32	231	1
16035	33	231	1
16036	34	231	1
16037	35	231	1
16038	36	231	1
16039	37	231	1
16040	38	231	1
16041	39	231	1
16042	40	231	1
16043	41	231	1
16044	42	231	1
16045	43	231	1
16046	44	231	1
16047	45	231	1
16048	46	231	1
16049	47	231	1
16050	48	231	1
16051	49	231	1
16052	50	231	1
16053	51	231	1
16054	52	231	1
16055	53	231	1
16056	54	231	1
16057	55	231	1
16058	56	231	1
16059	57	231	1
16060	58	231	1
16061	59	231	1
16062	60	231	1
16063	61	231	1
16064	62	231	1
16065	63	231	1
16066	64	231	1
16067	65	231	1
16068	66	231	1
16069	67	231	1
16070	68	231	1
16071	69	231	1
16072	70	231	1
16073	71	231	1
16074	72	231	0
16075	73	231	0
16076	74	231	0
16077	75	231	0
16078	76	231	0
16079	77	231	0
16080	78	231	0
16081	79	231	0
16082	80	231	0
16083	81	231	0
16084	82	231	0
16085	83	231	0
16086	84	231	0
16087	85	231	0
16088	86	231	0
16089	87	231	0
16090	88	231	0
16091	89	231	0
16092	93	231	0
16093	150	231	0
16094	160	231	0
16095	170	231	0
16096	200	231	10
16097	201	231	10
16098	202	231	10
16099	203	231	10
16100	204	231	10
16101	205	231	10
16102	206	231	10
16103	207	231	6
16104	208	231	6
16105	209	231	6
16106	210	231	6
16107	211	231	6
16108	212	231	6
16109	213	231	6
16110	214	231	6
16111	215	231	2
16112	216	231	2
16113	217	231	10
16114	218	231	6
16115	219	231	2
16116	220	231	1
16117	221	231	0
16118	222	231	0
16119	223	231	2
16120	224	231	2
16121	225	231	2
16122	226	231	2
16123	227	231	2
16124	250	231	1
16125	251	231	1
16126	252	231	1
16127	253	231	1
16128	0	232	2
16129	1	232	2
16130	2	232	0
16131	3	232	2
16132	4	232	2
16133	5	232	2
16134	6	232	2
16135	7	232	2
16136	8	232	2
16137	9	232	2
16138	10	232	1
16139	11	232	2
16140	12	232	2
16141	13	232	2
16142	14	232	2
16143	15	232	2
16144	16	232	2
16145	17	232	2
16146	18	232	2
16147	19	232	2
16148	20	232	2
16149	21	232	2
16150	22	232	2
16151	23	232	2
16152	24	232	2
16153	25	232	2
16154	26	232	2
16155	27	232	2
16156	28	232	2
16157	29	232	2
16158	30	232	2
16159	31	232	2
16160	32	232	2
16161	33	232	2
16162	34	232	2
16163	35	232	2
16164	36	232	2
16165	37	232	2
16166	38	232	2
16167	39	232	2
16168	40	232	2
16169	41	232	2
16170	42	232	2
16171	43	232	2
16172	44	232	2
16173	45	232	2
16174	46	232	2
16175	47	232	2
16176	48	232	2
16177	49	232	2
16178	50	232	2
16179	51	232	2
16180	52	232	2
16181	53	232	2
16182	54	232	2
16183	55	232	2
16184	56	232	2
16185	57	232	2
16186	58	232	2
16187	59	232	2
16188	60	232	2
16189	61	232	2
16190	62	232	2
16191	63	232	2
16192	64	232	2
16193	65	232	2
16194	66	232	2
16195	67	232	2
16196	68	232	2
16197	69	232	2
16198	70	232	2
16199	71	232	2
16200	72	232	0
16201	73	232	0
16202	74	232	0
16203	75	232	0
16204	76	232	0
16205	77	232	0
16206	78	232	0
16207	79	232	0
16208	80	232	0
16209	81	232	0
16210	82	232	0
16211	83	232	0
16212	84	232	0
16213	85	232	0
16214	86	232	0
16215	87	232	0
16216	88	232	0
16217	89	232	0
16218	93	232	0
16219	150	232	0
16220	160	232	0
16221	170	232	0
16222	200	232	10
16223	201	232	10
16224	202	232	10
16225	203	232	10
16226	204	232	10
16227	205	232	10
16228	206	232	10
16229	207	232	6
16230	208	232	6
16231	209	232	6
16232	210	232	6
16233	211	232	6
16234	212	232	6
16235	213	232	6
16236	214	232	6
16237	215	232	2
16238	216	232	2
16239	217	232	10
16240	218	232	6
16241	219	232	2
16242	220	232	1
16243	221	232	0
16244	222	232	0
16245	223	232	2
16246	224	232	2
16247	225	232	3
16248	226	232	3
16249	227	232	3
16250	250	232	1
16251	251	232	1
16252	252	232	1
16253	253	232	1
16254	0	233	2
16255	1	233	2
16256	2	233	0
16257	3	233	2
16258	4	233	2
16259	5	233	2
16260	6	233	2
16261	7	233	2
16262	8	233	2
16263	9	233	2
16264	10	233	1
16265	11	233	2
16266	12	233	2
16267	13	233	2
16268	14	233	2
16269	15	233	2
16270	16	233	2
16271	17	233	2
16272	18	233	2
16273	19	233	2
16274	20	233	2
16275	21	233	2
16276	22	233	2
16277	23	233	2
16278	24	233	2
16279	25	233	2
16280	26	233	2
16281	27	233	2
16282	28	233	2
16283	29	233	2
16284	30	233	2
16285	31	233	2
16286	32	233	2
16287	33	233	2
16288	34	233	2
16289	35	233	2
16290	36	233	2
16291	37	233	2
16292	38	233	2
16293	39	233	2
16294	40	233	2
16295	41	233	2
16296	42	233	2
16297	43	233	2
16298	44	233	2
16299	45	233	2
16300	46	233	2
16301	47	233	2
16302	48	233	2
16303	49	233	2
16304	50	233	2
16305	51	233	2
16306	52	233	2
16307	53	233	2
16308	54	233	2
16309	55	233	2
16310	56	233	2
16311	57	233	2
16312	58	233	2
16313	59	233	2
16314	60	233	2
16315	61	233	2
16316	62	233	2
16317	63	233	2
16318	64	233	2
16319	65	233	2
16320	66	233	2
16321	67	233	2
16322	68	233	2
16323	69	233	2
16324	70	233	2
16325	71	233	2
16326	72	233	0
16327	73	233	0
16328	74	233	0
16329	75	233	0
16330	76	233	0
16331	77	233	0
16332	78	233	0
16333	79	233	0
16334	80	233	0
16335	81	233	0
16336	82	233	0
16337	83	233	0
16338	84	233	0
16339	85	233	0
16340	86	233	0
16341	87	233	0
16342	88	233	0
16343	89	233	0
16344	93	233	0
16345	150	233	0
16346	160	233	0
16347	170	233	0
16348	200	233	10
16349	201	233	10
16350	202	233	10
16351	203	233	10
16352	204	233	10
16353	205	233	10
16354	206	233	10
16355	207	233	6
16356	208	233	6
16357	209	233	6
16358	210	233	6
16359	211	233	6
16360	212	233	6
16361	213	233	6
16362	214	233	6
16363	215	233	2
16364	216	233	2
16365	217	233	10
16366	218	233	6
16367	219	233	2
16368	220	233	1
16369	221	233	0
16370	222	233	0
16371	223	233	2
16372	224	233	2
16373	225	233	4
16374	226	233	4
16375	227	233	4
16376	250	233	1
16377	251	233	1
16378	252	233	1
16379	253	233	1
16380	0	234	2
16381	1	234	2
16382	2	234	0
16383	3	234	2
16384	4	234	2
16385	5	234	2
16386	6	234	2
16387	7	234	2
16388	8	234	2
16389	9	234	2
16390	10	234	1
16391	11	234	2
16392	12	234	2
16393	13	234	2
16394	14	234	2
16395	15	234	2
16396	16	234	2
16397	17	234	2
16398	18	234	2
16399	19	234	2
16400	20	234	2
16401	21	234	2
16402	22	234	2
16403	23	234	2
16404	24	234	2
16405	25	234	2
16406	26	234	2
16407	27	234	2
16408	28	234	2
16409	29	234	2
16410	30	234	2
16411	31	234	2
16412	32	234	2
16413	33	234	2
16414	34	234	2
16415	35	234	2
16416	36	234	2
16417	37	234	2
16418	38	234	2
16419	39	234	2
16420	40	234	2
16421	41	234	2
16422	42	234	2
16423	43	234	2
16424	44	234	2
16425	45	234	2
16426	46	234	2
16427	47	234	2
16428	48	234	2
16429	49	234	2
16430	50	234	2
16431	51	234	2
16432	52	234	2
16433	53	234	2
16434	54	234	2
16435	55	234	2
16436	56	234	2
16437	57	234	2
16438	58	234	2
16439	59	234	2
16440	60	234	2
16441	61	234	2
16442	62	234	2
16443	63	234	2
16444	64	234	2
16445	65	234	2
16446	66	234	2
16447	67	234	2
16448	68	234	2
16449	69	234	2
16450	70	234	2
16451	71	234	3
16452	72	234	0
16453	73	234	0
16454	74	234	0
16455	75	234	0
16456	76	234	0
16457	77	234	0
16458	78	234	0
16459	79	234	0
16460	80	234	0
16461	81	234	0
16462	82	234	0
16463	83	234	0
16464	84	234	0
16465	85	234	0
16466	86	234	0
16467	87	234	0
16468	88	234	0
16469	89	234	0
16470	93	234	0
16471	150	234	0
16472	160	234	0
16473	170	234	0
16474	200	234	10
16475	201	234	10
16476	202	234	10
16477	203	234	10
16478	204	234	10
16479	205	234	10
16480	206	234	10
16481	207	234	6
16482	208	234	6
16483	209	234	6
16484	210	234	6
16485	211	234	6
16486	212	234	6
16487	213	234	6
16488	214	234	6
16489	215	234	2
16490	216	234	2
16491	217	234	10
16492	218	234	6
16493	219	234	2
16494	220	234	1
16495	221	234	0
16496	222	234	0
16497	223	234	2
16498	224	234	2
16499	225	234	4
16500	226	234	4
16501	227	234	4
16502	250	234	1
16503	251	234	1
16504	252	234	1
16505	253	234	1
16506	0	235	3
16507	1	235	3
16508	2	235	0
16509	3	235	3
16510	4	235	3
16511	5	235	3
16512	6	235	3
16513	7	235	3
16514	8	235	3
16515	9	235	3
16516	10	235	2
16517	11	235	3
16518	12	235	3
16519	13	235	3
16520	14	235	3
16521	15	235	3
16522	16	235	3
16523	17	235	3
16524	18	235	3
16525	19	235	3
16526	20	235	3
16527	21	235	3
16528	22	235	3
16529	23	235	3
16530	24	235	3
16531	25	235	3
16532	26	235	3
16533	27	235	3
16534	28	235	3
16535	29	235	3
16536	30	235	3
16537	31	235	3
16538	32	235	3
16539	33	235	3
16540	34	235	3
16541	35	235	3
16542	36	235	3
16543	37	235	3
16544	38	235	3
16545	39	235	3
16546	40	235	3
16547	41	235	3
16548	42	235	3
16549	43	235	3
16550	44	235	3
16551	45	235	3
16552	46	235	3
16553	47	235	3
16554	48	235	3
16555	49	235	3
16556	50	235	3
16557	51	235	3
16558	52	235	3
16559	53	235	3
16560	54	235	3
16561	55	235	3
16562	56	235	3
16563	57	235	3
16564	58	235	3
16565	59	235	3
16566	60	235	3
16567	61	235	3
16568	62	235	3
16569	63	235	3
16570	64	235	3
16571	65	235	3
16572	66	235	3
16573	67	235	3
16574	68	235	3
16575	69	235	3
16576	70	235	3
16577	71	235	4
16578	72	235	0
16579	73	235	0
16580	74	235	0
16581	75	235	0
16582	76	235	0
16583	77	235	0
16584	78	235	0
16585	79	235	0
16586	80	235	0
16587	81	235	0
16588	82	235	0
16589	83	235	0
16590	84	235	0
16591	85	235	0
16592	86	235	0
16593	87	235	0
16594	88	235	0
16595	89	235	0
16596	93	235	0
16597	150	235	0
16598	160	235	0
16599	170	235	0
16600	200	235	10
16601	201	235	10
16602	202	235	10
16603	203	235	10
16604	204	235	10
16605	205	235	10
16606	206	235	10
16607	207	235	6
16608	208	235	6
16609	209	235	6
16610	210	235	6
16611	211	235	6
16612	212	235	6
16613	213	235	6
16614	214	235	6
16615	215	235	4
16616	216	235	4
16617	217	235	10
16618	218	235	6
16619	219	235	4
16620	220	235	3
16621	221	235	0
16622	222	235	0
16623	223	235	4
16624	224	235	4
16625	225	235	6
16626	226	235	6
16627	227	235	6
16628	250	235	3
16629	251	235	3
16630	252	235	3
16631	253	235	3
16632	0	236	4
16633	1	236	4
16634	2	236	0
16635	3	236	4
16636	4	236	4
16637	5	236	4
16638	6	236	4
16639	7	236	4
16640	8	236	4
16641	9	236	4
16642	10	236	3
16643	11	236	4
16644	12	236	4
16645	13	236	4
16646	14	236	4
16647	15	236	4
16648	16	236	4
16649	17	236	4
16650	18	236	4
16651	19	236	4
16652	20	236	4
16653	21	236	4
16654	22	236	4
16655	23	236	4
16656	24	236	4
16657	25	236	4
16658	26	236	4
16659	27	236	4
16660	28	236	4
16661	29	236	4
16662	30	236	4
16663	31	236	4
16664	32	236	4
16665	33	236	4
16666	34	236	4
16667	35	236	4
16668	36	236	4
16669	37	236	4
16670	38	236	4
16671	39	236	4
16672	40	236	4
16673	41	236	4
16674	42	236	4
16675	43	236	4
16676	44	236	4
16677	45	236	4
16678	46	236	4
16679	47	236	4
16680	48	236	4
16681	49	236	4
16682	50	236	4
16683	51	236	4
16684	52	236	4
16685	53	236	4
16686	54	236	4
16687	55	236	4
16688	56	236	4
16689	57	236	4
16690	58	236	4
16691	59	236	4
16692	60	236	4
16693	61	236	4
16694	62	236	4
16695	63	236	4
16696	64	236	4
16697	65	236	4
16698	66	236	4
16699	67	236	4
16700	68	236	4
16701	69	236	4
16702	70	236	4
16703	71	236	5
16704	72	236	0
16705	73	236	0
16706	74	236	0
16707	75	236	0
16708	76	236	0
16709	77	236	0
16710	78	236	0
16711	79	236	0
16712	80	236	0
16713	81	236	0
16714	82	236	0
16715	83	236	0
16716	84	236	0
16717	85	236	0
16718	86	236	0
16719	87	236	0
16720	88	236	0
16721	89	236	0
16722	93	236	0
16723	150	236	0
16724	160	236	0
16725	170	236	0
16726	200	236	10
16727	201	236	10
16728	202	236	10
16729	203	236	10
16730	204	236	10
16731	205	236	10
16732	206	236	10
16733	207	236	6
16734	208	236	6
16735	209	236	6
16736	210	236	6
16737	211	236	6
16738	212	236	6
16739	213	236	6
16740	214	236	6
16741	215	236	6
16742	216	236	6
16743	217	236	10
16744	218	236	6
16745	219	236	6
16746	220	236	5
16747	221	236	0
16748	222	236	0
16749	223	236	6
16750	224	236	6
16751	225	236	8
16752	226	236	8
16753	227	236	8
16754	250	236	5
16755	251	236	5
16756	252	236	5
16757	253	236	5
16758	0	237	5
16759	1	237	5
16760	2	237	0
16761	3	237	5
16762	4	237	5
16763	5	237	5
16764	6	237	5
16765	7	237	5
16766	8	237	5
16767	9	237	5
16768	10	237	4
16769	11	237	5
16770	12	237	5
16771	13	237	5
16772	14	237	5
16773	15	237	5
16774	16	237	5
16775	17	237	5
16776	18	237	5
16777	19	237	5
16778	20	237	5
16779	21	237	5
16780	22	237	5
16781	23	237	5
16782	24	237	5
16783	25	237	5
16784	26	237	5
16785	27	237	5
16786	28	237	5
16787	29	237	5
16788	30	237	5
16789	31	237	5
16790	32	237	5
16791	33	237	5
16792	34	237	5
16793	35	237	5
16794	36	237	5
16795	37	237	5
16796	38	237	5
16797	39	237	5
16798	40	237	5
16799	41	237	5
16800	42	237	5
16801	43	237	5
16802	44	237	5
16803	45	237	5
16804	46	237	5
16805	47	237	5
16806	48	237	5
16807	49	237	5
16808	50	237	5
16809	51	237	5
16810	52	237	5
16811	53	237	5
16812	54	237	5
16813	55	237	5
16814	56	237	5
16815	57	237	5
16816	58	237	5
16817	59	237	5
16818	60	237	5
16819	61	237	5
16820	62	237	5
16821	63	237	5
16822	64	237	5
16823	65	237	5
16824	66	237	5
16825	67	237	5
16826	68	237	5
16827	69	237	5
16828	70	237	5
16829	71	237	6
16830	72	237	0
16831	73	237	0
16832	74	237	0
16833	75	237	0
16834	76	237	0
16835	77	237	0
16836	78	237	0
16837	79	237	0
16838	80	237	0
16839	81	237	0
16840	82	237	0
16841	83	237	0
16842	84	237	0
16843	85	237	0
16844	86	237	0
16845	87	237	0
16846	88	237	0
16847	89	237	0
16848	93	237	0
16849	150	237	0
16850	160	237	0
16851	170	237	0
16852	200	237	10
16853	201	237	10
16854	202	237	10
16855	203	237	10
16856	204	237	10
16857	205	237	10
16858	206	237	10
16859	207	237	6
16860	208	237	6
16861	209	237	6
16862	210	237	6
16863	211	237	6
16864	212	237	6
16865	213	237	6
16866	214	237	6
16867	215	237	6
16868	216	237	6
16869	217	237	10
16870	218	237	6
16871	219	237	7
16872	220	237	6
16873	221	237	0
16874	222	237	0
16875	223	237	7
16876	224	237	7
16877	225	237	9
16878	226	237	9
16879	227	237	9
16880	250	237	6
16881	251	237	6
16882	252	237	6
16883	253	237	6
16884	0	241	1
16885	1	241	1
16886	2	241	0
16887	3	241	1
16888	4	241	1
16889	5	241	1
16890	6	241	1
16891	7	241	1
16892	8	241	1
16893	9	241	1
16894	10	241	1
16895	11	241	1
16896	12	241	1
16897	13	241	1
16898	14	241	1
16899	15	241	1
16900	16	241	1
16901	17	241	1
16902	18	241	1
16903	19	241	1
16904	20	241	1
16905	21	241	1
16906	22	241	1
16907	23	241	1
16908	24	241	1
16909	25	241	1
16910	26	241	1
16911	27	241	1
16912	28	241	1
16913	29	241	1
16914	30	241	1
16915	31	241	1
16916	32	241	1
16917	33	241	1
16918	34	241	1
16919	35	241	1
16920	36	241	1
16921	37	241	1
16922	38	241	1
16923	39	241	1
16924	40	241	1
16925	41	241	1
16926	42	241	1
16927	43	241	1
16928	44	241	1
16929	45	241	1
16930	46	241	1
16931	47	241	1
16932	48	241	1
16933	49	241	1
16934	50	241	1
16935	51	241	1
16936	52	241	1
16937	53	241	1
16938	54	241	1
16939	55	241	1
16940	56	241	1
16941	57	241	1
16942	58	241	1
16943	59	241	1
16944	60	241	1
16945	61	241	1
16946	62	241	1
16947	63	241	1
16948	64	241	1
16949	65	241	1
16950	66	241	1
16951	67	241	1
16952	68	241	1
16953	69	241	1
16954	70	241	1
16955	71	241	1
16956	72	241	0
16957	73	241	0
16958	74	241	0
16959	75	241	0
16960	76	241	0
16961	77	241	0
16962	78	241	0
16963	79	241	0
16964	80	241	0
16965	81	241	0
16966	82	241	0
16967	83	241	0
16968	84	241	0
16969	85	241	0
16970	86	241	0
16971	87	241	0
16972	88	241	0
16973	89	241	0
16974	93	241	0
16975	150	241	0
16976	160	241	0
16977	170	241	0
16978	200	241	10
16979	201	241	10
16980	202	241	10
16981	203	241	10
16982	204	241	10
16983	205	241	10
16984	206	241	10
16985	207	241	6
16986	208	241	6
16987	209	241	6
16988	210	241	6
16989	211	241	6
16990	212	241	6
16991	213	241	6
16992	214	241	6
16993	215	241	2
16994	216	241	2
16995	217	241	10
16996	218	241	6
16997	219	241	2
16998	220	241	1
16999	221	241	0
17000	222	241	0
17001	223	241	2
17002	224	241	2
17003	225	241	2
17004	226	241	2
17005	227	241	2
17006	250	241	1
17007	251	241	1
17008	252	241	1
17009	253	241	1
17010	0	242	2
17011	1	242	2
17012	2	242	0
17013	3	242	2
17014	4	242	2
17015	5	242	2
17016	6	242	2
17017	7	242	2
17018	8	242	2
17019	9	242	2
17020	10	242	1
17021	11	242	2
17022	12	242	2
17023	13	242	2
17024	14	242	2
17025	15	242	2
17026	16	242	2
17027	17	242	2
17028	18	242	2
17029	19	242	2
17030	20	242	2
17031	21	242	2
17032	22	242	2
17033	23	242	2
17034	24	242	2
17035	25	242	2
17036	26	242	2
17037	27	242	2
17038	28	242	2
17039	29	242	2
17040	30	242	2
17041	31	242	2
17042	32	242	2
17043	33	242	2
17044	34	242	2
17045	35	242	2
17046	36	242	2
17047	37	242	2
17048	38	242	2
17049	39	242	2
17050	40	242	2
17051	41	242	2
17052	42	242	2
17053	43	242	2
17054	44	242	2
17055	45	242	2
17056	46	242	2
17057	47	242	2
17058	48	242	2
17059	49	242	2
17060	50	242	2
17061	51	242	2
17062	52	242	2
17063	53	242	2
17064	54	242	2
17065	55	242	2
17066	56	242	2
17067	57	242	2
17068	58	242	2
17069	59	242	2
17070	60	242	2
17071	61	242	2
17072	62	242	2
17073	63	242	2
17074	64	242	2
17075	65	242	2
17076	66	242	2
17077	67	242	2
17078	68	242	2
17079	69	242	2
17080	70	242	2
17081	71	242	2
17082	72	242	0
17083	73	242	0
17084	74	242	0
17085	75	242	0
17086	76	242	0
17087	77	242	0
17088	78	242	0
17089	79	242	0
17090	80	242	0
17091	81	242	0
17092	82	242	0
17093	83	242	0
17094	84	242	0
17095	85	242	0
17096	86	242	0
17097	87	242	0
17098	88	242	0
17099	89	242	0
17100	93	242	0
17101	150	242	0
17102	160	242	0
17103	170	242	0
17104	200	242	10
17105	201	242	10
17106	202	242	10
17107	203	242	10
17108	204	242	10
17109	205	242	10
17110	206	242	10
17111	207	242	6
17112	208	242	6
17113	209	242	6
17114	210	242	6
17115	211	242	6
17116	212	242	6
17117	213	242	6
17118	214	242	6
17119	215	242	2
17120	216	242	2
17121	217	242	10
17122	218	242	6
17123	219	242	2
17124	220	242	1
17125	221	242	0
17126	222	242	0
17127	223	242	2
17128	224	242	2
17129	225	242	3
17130	226	242	3
17131	227	242	3
17132	250	242	1
17133	251	242	1
17134	252	242	1
17135	253	242	1
17136	0	243	2
17137	1	243	2
17138	2	243	0
17139	3	243	2
17140	4	243	2
17141	5	243	2
17142	6	243	2
17143	7	243	2
17144	8	243	2
17145	9	243	2
17146	10	243	1
17147	11	243	2
17148	12	243	2
17149	13	243	2
17150	14	243	2
17151	15	243	2
17152	16	243	2
17153	17	243	2
17154	18	243	2
17155	19	243	2
17156	20	243	2
17157	21	243	2
17158	22	243	2
17159	23	243	2
17160	24	243	2
17161	25	243	2
17162	26	243	2
17163	27	243	2
17164	28	243	2
17165	29	243	2
17166	30	243	2
17167	31	243	2
17168	32	243	2
17169	33	243	2
17170	34	243	2
17171	35	243	2
17172	36	243	2
17173	37	243	2
17174	38	243	2
17175	39	243	2
17176	40	243	2
17177	41	243	2
17178	42	243	2
17179	43	243	2
17180	44	243	2
17181	45	243	2
17182	46	243	2
17183	47	243	2
17184	48	243	2
17185	49	243	2
17186	50	243	2
17187	51	243	2
17188	52	243	2
17189	53	243	2
17190	54	243	2
17191	55	243	2
17192	56	243	2
17193	57	243	2
17194	58	243	2
17195	59	243	2
17196	60	243	2
17197	61	243	2
17198	62	243	2
17199	63	243	2
17200	64	243	2
17201	65	243	2
17202	66	243	2
17203	67	243	2
17204	68	243	2
17205	69	243	2
17206	70	243	2
17207	71	243	2
17208	72	243	0
17209	73	243	0
17210	74	243	0
17211	75	243	0
17212	76	243	0
17213	77	243	0
17214	78	243	0
17215	79	243	0
17216	80	243	0
17217	81	243	0
17218	82	243	0
17219	83	243	0
17220	84	243	0
17221	85	243	0
17222	86	243	0
17223	87	243	0
17224	88	243	0
17225	89	243	0
17226	93	243	0
17227	150	243	0
17228	160	243	0
17229	170	243	0
17230	200	243	10
17231	201	243	10
17232	202	243	10
17233	203	243	10
17234	204	243	10
17235	205	243	10
17236	206	243	10
17237	207	243	6
17238	208	243	6
17239	209	243	6
17240	210	243	6
17241	211	243	6
17242	212	243	6
17243	213	243	6
17244	214	243	6
17245	215	243	2
17246	216	243	2
17247	217	243	10
17248	218	243	6
17249	219	243	2
17250	220	243	1
17251	221	243	0
17252	222	243	0
17253	223	243	2
17254	224	243	2
17255	225	243	4
17256	226	243	4
17257	227	243	4
17258	250	243	1
17259	251	243	1
17260	252	243	1
17261	253	243	1
17262	0	244	2
17263	1	244	2
17264	2	244	0
17265	3	244	2
17266	4	244	2
17267	5	244	2
17268	6	244	2
17269	7	244	2
17270	8	244	2
17271	9	244	2
17272	10	244	1
17273	11	244	2
17274	12	244	2
17275	13	244	2
17276	14	244	2
17277	15	244	2
17278	16	244	2
17279	17	244	2
17280	18	244	2
17281	19	244	2
17282	20	244	2
17283	21	244	2
17284	22	244	2
17285	23	244	2
17286	24	244	2
17287	25	244	2
17288	26	244	2
17289	27	244	2
17290	28	244	2
17291	29	244	2
17292	30	244	2
17293	31	244	2
17294	32	244	2
17295	33	244	2
17296	34	244	2
17297	35	244	2
17298	36	244	2
17299	37	244	2
17300	38	244	2
17301	39	244	2
17302	40	244	2
17303	41	244	2
17304	42	244	2
17305	43	244	2
17306	44	244	2
17307	45	244	2
17308	46	244	2
17309	47	244	2
17310	48	244	2
17311	49	244	2
17312	50	244	2
17313	51	244	2
17314	52	244	2
17315	53	244	2
17316	54	244	2
17317	55	244	2
17318	56	244	2
17319	57	244	2
17320	58	244	2
17321	59	244	2
17322	60	244	2
17323	61	244	2
17324	62	244	2
17325	63	244	2
17326	64	244	2
17327	65	244	2
17328	66	244	2
17329	67	244	2
17330	68	244	2
17331	69	244	2
17332	70	244	2
17333	71	244	3
17334	72	244	0
17335	73	244	0
17336	74	244	0
17337	75	244	0
17338	76	244	0
17339	77	244	0
17340	78	244	0
17341	79	244	0
17342	80	244	0
17343	81	244	0
17344	82	244	0
17345	83	244	0
17346	84	244	0
17347	85	244	0
17348	86	244	0
17349	87	244	0
17350	88	244	0
17351	89	244	0
17352	93	244	0
17353	150	244	0
17354	160	244	0
17355	170	244	0
17356	200	244	10
17357	201	244	10
17358	202	244	10
17359	203	244	10
17360	204	244	10
17361	205	244	10
17362	206	244	10
17363	207	244	6
17364	208	244	6
17365	209	244	6
17366	210	244	6
17367	211	244	6
17368	212	244	6
17369	213	244	6
17370	214	244	6
17371	215	244	2
17372	216	244	2
17373	217	244	10
17374	218	244	6
17375	219	244	2
17376	220	244	1
17377	221	244	0
17378	222	244	0
17379	223	244	2
17380	224	244	2
17381	225	244	4
17382	226	244	4
17383	227	244	4
17384	250	244	1
17385	251	244	1
17386	252	244	1
17387	253	244	1
17388	0	245	3
17389	1	245	3
17390	2	245	0
17391	3	245	3
17392	4	245	3
17393	5	245	3
17394	6	245	3
17395	7	245	3
17396	8	245	3
17397	9	245	3
17398	10	245	2
17399	11	245	3
17400	12	245	3
17401	13	245	3
17402	14	245	3
17403	15	245	3
17404	16	245	3
17405	17	245	3
17406	18	245	3
17407	19	245	3
17408	20	245	3
17409	21	245	3
17410	22	245	3
17411	23	245	3
17412	24	245	3
17413	25	245	3
17414	26	245	3
17415	27	245	3
17416	28	245	3
17417	29	245	3
17418	30	245	3
17419	31	245	3
17420	32	245	3
17421	33	245	3
17422	34	245	3
17423	35	245	3
17424	36	245	3
17425	37	245	3
17426	38	245	3
17427	39	245	3
17428	40	245	3
17429	41	245	3
17430	42	245	3
17431	43	245	3
17432	44	245	3
17433	45	245	3
17434	46	245	3
17435	47	245	3
17436	48	245	3
17437	49	245	3
17438	50	245	3
17439	51	245	3
17440	52	245	3
17441	53	245	3
17442	54	245	3
17443	55	245	3
17444	56	245	3
17445	57	245	3
17446	58	245	3
17447	59	245	3
17448	60	245	3
17449	61	245	3
17450	62	245	3
17451	63	245	3
17452	64	245	3
17453	65	245	3
17454	66	245	3
17455	67	245	3
17456	68	245	3
17457	69	245	3
17458	70	245	3
17459	71	245	4
17460	72	245	0
17461	73	245	0
17462	74	245	0
17463	75	245	0
17464	76	245	0
17465	77	245	0
17466	78	245	0
17467	79	245	0
17468	80	245	0
17469	81	245	0
17470	82	245	0
17471	83	245	0
17472	84	245	0
17473	85	245	0
17474	86	245	0
17475	87	245	0
17476	88	245	0
17477	89	245	0
17478	93	245	0
17479	150	245	0
17480	160	245	0
17481	170	245	0
17482	200	245	10
17483	201	245	10
17484	202	245	10
17485	203	245	10
17486	204	245	10
17487	205	245	10
17488	206	245	10
17489	207	245	6
17490	208	245	6
17491	209	245	6
17492	210	245	6
17493	211	245	6
17494	212	245	6
17495	213	245	6
17496	214	245	6
17497	215	245	4
17498	216	245	4
17499	217	245	10
17500	218	245	6
17501	219	245	4
17502	220	245	3
17503	221	245	0
17504	222	245	0
17505	223	245	4
17506	224	245	4
17507	225	245	6
17508	226	245	6
17509	227	245	6
17510	250	245	3
17511	251	245	3
17512	252	245	3
17513	253	245	3
17514	0	246	4
17515	1	246	4
17516	2	246	0
17517	3	246	4
17518	4	246	4
17519	5	246	4
17520	6	246	4
17521	7	246	4
17522	8	246	4
17523	9	246	4
17524	10	246	3
17525	11	246	4
17526	12	246	4
17527	13	246	4
17528	14	246	4
17529	15	246	4
17530	16	246	4
17531	17	246	4
17532	18	246	4
17533	19	246	4
17534	20	246	4
17535	21	246	4
17536	22	246	4
17537	23	246	4
17538	24	246	4
17539	25	246	4
17540	26	246	4
17541	27	246	4
17542	28	246	4
17543	29	246	4
17544	30	246	4
17545	31	246	4
17546	32	246	4
17547	33	246	4
17548	34	246	4
17549	35	246	4
17550	36	246	4
17551	37	246	4
17552	38	246	4
17553	39	246	4
17554	40	246	4
17555	41	246	4
17556	42	246	4
17557	43	246	4
17558	44	246	4
17559	45	246	4
17560	46	246	4
17561	47	246	4
17562	48	246	4
17563	49	246	4
17564	50	246	4
17565	51	246	4
17566	52	246	4
17567	53	246	4
17568	54	246	4
17569	55	246	4
17570	56	246	4
17571	57	246	4
17572	58	246	4
17573	59	246	4
17574	60	246	4
17575	61	246	4
17576	62	246	4
17577	63	246	4
17578	64	246	4
